Date,SENSEX,US ROI,INDIAN ROI ,time_idx,month,EXR RATE IN $
2010-01-12,17534.1,0.11,3.28,57,1,45.4
2010-01-13,17368.03,0.11,3.2745,57,1,45.68
2010-01-14,17525.71,0.11,3.2605,57,1,45.48
2010-01-15,17604.31,0.12,3.2304,57,1,45.67
2010-01-18,17538.72,0.12,3.2598,57,1,45.66
2010-01-19,17650.82,0.13,3.2588,57,1,45.62
2010-01-20,17486.69,0.13,3.2297,57,1,45.95
2010-01-21,17474.49,0.12,3.2298,57,1,45.97
2010-01-22,16978.36,0.11,3.2303,57,1,46.17
2010-01-25,16847.7,0.12,3.2284,57,1,46.18
2010-01-27,16708.6,0.12,3.2194,57,1,46.29
2010-01-28,16317.16,0.12,3.1908,57,1,46.31
2010-01-29,16253.82,0.12,3.1964,57,1,46.37
2010-02-01,16339.32,0.14,3.2093,58,2,46.34
2010-02-02,16368.44,0.14,3.1299,58,2,46.25
2010-02-03,16210.25,0.13,3.1385,58,2,46.04
2010-02-04,16500.29,0.14,3.1189,58,2,46.09
2010-02-05,16222.56,0.13,3.1627,58,2,46.56
2010-02-08,15931.34,0.13,3.1985,58,2,46.81
2010-02-09,15940.73,0.13,3.2097,58,2,46.68
2010-02-10,16042.18,0.12,3.1997,58,2,46.56
2010-02-11,15928.28,0.12,3.2342,58,2,46.46
2010-02-15,16186.9,0.12,3.2587,58,2,46.38
2010-02-16,16042.18,0.13,3.2498,58,2,46.18
2010-02-17,16228.91,0.12,3.2399,58,2,46.02
2010-02-18,16421.2,0.12,3.2797,58,2,46.22
2010-02-19,16256.53,0.13,3.2814,58,2,46.47
2010-02-22,16191.32,0.12,3.2689,58,2,46.16
2010-02-23,16213.14,0.12,3.2293,58,2,46.13
2010-02-24,16218.68,0.11,3.2295,58,2,46.25
2010-02-25,16264.1,0.12,3.2264,58,2,46.36
2010-02-26,16255.33,0.13,3.27,58,2,46.23
2010-03-02,16438.45,0.14,3.29,59,3,46.02
2010-03-03,16778.29,0.15,3.27,59,3,45.9
2010-03-04,17013.68,0.16,3.25,59,3,45.82
2010-03-05,16988.29,0.17,3.23,59,3,45.78
2010-03-08,17034.92,0.15,3.2296,59,3,45.43
2010-03-09,17089.22,0.14,3.2705,59,3,45.54
2010-03-10,17072.94,0.14,3.2796,59,3,45.41
2010-03-11,17087.63,0.15,3.2595,59,3,45.47
2010-03-12,17176.02,0.17,3.2785,59,3,45.45
2010-03-15,17166.97,0.2,3.6957,59,3,45.58
2010-03-17,17389.47,0.18,3.6891,59,3,45.41
2010-03-18,17492.81,0.18,3.3418,59,3,45.49
2010-03-19,17531.47,0.18,3.4603,59,3,45.48
2010-03-22,17481.96,0.18,3.6096,59,3,45.49
2010-03-23,17422.51,0.17,3.6968,59,3,45.56
2010-03-25,17458.51,0.17,3.7854,59,3,45.63
2010-03-26,17558.85,0.17,3.7703,59,3,45.34
2010-03-29,17639.18,0.16,3.9264,59,3,45.08
2010-03-30,17703.67,0.16,4.2897,59,3,44.94
2010-03-31,17602.39,0.09,4.8978,59,3,45.14
2010-04-05,17693.66,0.2,3.3995,60,4,44.73
2010-04-06,17940.32,0.2,3.2208,60,4,44.45
2010-04-07,17915.6,0.19,3.2086,60,4,44.42
2010-04-08,17950.56,0.19,3.2353,60,4,44.69
2010-04-09,17715.16,0.19,3.2985,60,4,44.35
2010-04-12,17874.16,0.19,3.5494,60,4,44.35
2010-04-13,17831.38,0.2,3.4759,60,4,44.62
2010-04-15,17804.55,0.22,3.5094,60,4,44.38
2010-04-16,17645.91,0.21,3.5163,60,4,44.49
2010-04-19,17584.86,0.2,3.5699,60,4,44.6
2010-04-20,17394.68,0.2,3.5092,60,4,44.61
2010-04-21,17458.76,0.2,3.6794,60,4,44.41
2010-04-22,17476.48,0.2,3.689,60,4,44.45
2010-04-23,17533.88,0.2,3.57,60,4,44.54
2010-04-26,17692.26,0.2,3.8048,60,4,44.33
2010-04-27,17744.93,0.2,3.7795,60,4,44.45
2010-04-28,17643.59,0.2,3.7698,60,4,44.6
2010-04-29,17382.09,0.19,3.769,60,4,44.57
2010-04-30,17503.47,0.2,3.8195,60,4,44.44
2010-05-03,17536.86,0.2,3.78,61,5,44.56
2010-05-04,17371.75,0.21,3.71,61,5,44.56
2010-05-05,17103.95,0.21,3.75,61,5,44.87
2010-05-06,17080.47,0.2,3.75,61,5,45.4
2010-05-07,16939.58,0.2,3.73,61,5,45.58
2010-05-10,16799.49,0.2,3.82,61,5,44.96
2010-05-11,17336.13,0.2,3.82,61,5,45.14
2010-05-12,17141.53,0.2,3.82,61,5,45.33
2010-05-13,17323.63,0.2,3.81,61,5,44.99
2010-05-14,17267.25,0.2,3.81,61,5,45.1
2010-05-17,16961.92,0.21,3.79,61,5,45.72
2010-05-18,16840.59,0.21,3.8,61,5,45.55
2010-05-19,16802.39,0.2,3.76,61,5,46.0
2010-05-20,16419.1,0.2,3.72,61,5,46.75
2010-05-21,16317.94,0.2,3.74,61,5,46.95
2010-05-24,16494.61,0.21,3.89,61,5,46.67
2010-05-25,16444.57,0.21,3.94,61,5,47.4
2010-05-26,16069.78,0.2,3.91,61,5,47.57
2010-05-28,16692.66,0.19,4.28,61,5,46.54
2010-05-31,16872.17,0.19,5.0,61,5,46.45
2010-06-01,16942.82,0.2,5.14,62,6,46.69
2010-06-02,16574.79,0.2,5.06,62,6,47.19
2010-06-03,16786.28,0.19,5.04,62,6,46.52
2010-06-04,17036.55,0.19,4.93,62,6,46.67
2010-06-07,17069.77,0.19,5.11,62,6,47.28
2010-06-08,16760.6,0.19,5.09,62,6,46.95
2010-06-09,16621.12,0.18,5.15,62,6,46.98
2010-06-10,16668.91,0.18,5.16,62,6,46.98
2010-06-11,16994.07,0.18,5.14,62,6,46.82
2010-06-14,17118.74,0.18,5.19,62,6,46.57
2010-06-15,17355.49,0.19,5.25,62,6,46.73
2010-06-16,17500.3,0.19,5.23,62,6,46.35
2010-06-17,17490.52,0.19,5.24,62,6,46.5
2010-06-18,17628.02,0.18,5.19,62,6,46.14
2010-06-21,17654.81,0.17,5.26,62,6,45.64
2010-06-22,17868.12,0.18,5.33,62,6,46.04
2010-06-23,17694.87,0.17,5.31,62,6,46.31
2010-06-24,17750.51,0.16,5.35,62,6,46.24
2010-06-25,17705.11,0.16,5.35,62,6,46.54
2010-06-28,17577.66,0.17,5.39,62,6,46.16
2010-06-29,17777.95,0.15,5.38,62,6,46.52
2010-06-30,17476.85,0.09,5.58,62,6,46.6
2010-07-02,17523.47,0.18,5.41,63,7,46.68
2010-07-05,17473.83,0.18,5.88,63,7,46.69
2010-07-06,17402.68,0.18,5.76,63,7,46.8
2010-07-07,17623.66,0.18,5.6,63,7,47.08
2010-07-08,17536.48,0.17,5.61,63,7,46.85
2010-07-09,17667.85,0.18,5.6,63,7,46.75
2010-07-12,17875.97,0.17,5.62,63,7,46.73
2010-07-13,17908.3,0.17,5.55,63,7,46.93
2010-07-14,18024.95,0.17,5.55,63,7,46.63
2010-07-15,17874.71,0.19,5.55,63,7,46.74
2010-07-16,17911.13,0.19,5.47,63,7,46.8
2010-07-19,17914.12,0.19,5.63,63,7,47.08
2010-07-20,17918.43,0.18,5.63,63,7,47.1
2010-07-21,17873.92,0.18,5.63,63,7,47.25
2010-07-22,17978.37,0.18,5.62,63,7,47.33
2010-07-23,18132.29,0.19,5.63,63,7,47.0
2010-07-26,18056.24,0.19,5.63,63,7,46.86
2010-07-27,17998.74,0.19,5.57,63,7,46.76
2010-07-28,18077.85,0.2,5.46,63,7,46.57
2010-07-29,17961.58,0.19,4.99,63,7,46.63
2010-07-30,17981.06,0.18,4.88,63,7,46.46
2010-08-02,17911.31,0.19,5.84,64,8,46.19
2010-08-03,18149.9,0.19,5.72,64,8,46.22
2010-08-04,18115.56,0.19,5.38,64,8,46.22
2010-08-05,18234.85,0.19,4.85,64,8,46.23
2010-08-06,18165.49,0.18,4.67,64,8,46.02
2010-08-09,18141.11,0.18,5.16,64,8,46.07
2010-08-10,18272.28,0.18,5.47,64,8,46.3
2010-08-11,18177.35,0.17,5.68,64,8,46.54
2010-08-12,17972.65,0.18,5.6,64,8,46.94
2010-08-13,18080.29,0.19,5.47,64,8,46.58
2010-08-16,18169.8,0.2,5.73,64,8,46.78
2010-08-17,18049.19,0.2,5.69,64,8,46.68
2010-08-18,18067.67,0.19,5.67,64,8,46.64
2010-08-20,18444.24,0.2,5.67,64,8,46.58
2010-08-23,18400.33,0.19,5.52,64,8,46.61
2010-08-24,18407.01,0.19,4.67,64,8,46.79
2010-08-25,18308.51,0.19,4.52,64,8,46.93
2010-08-26,18194.78,0.19,4.55,64,8,46.81
2010-08-27,18205.9,0.19,4.54,64,8,46.86
2010-08-30,18063.48,0.19,5.09,64,8,46.84
2010-08-31,18015.66,0.21,5.03,64,8,47.08
2010-09-01,18027.12,0.19,4.87,65,9,46.87
2010-09-02,18215.28,0.19,4.62,65,9,46.78
2010-09-03,18238.08,0.19,4.54,65,9,46.67
2010-09-06,18124.29,0.19,4.76,65,9,46.48
2010-09-07,18571.73,0.2,4.62,65,9,46.71
2010-09-08,18627.67,0.19,4.64,65,9,46.7
2010-09-09,18669.12,0.18,4.89,65,9,46.56
2010-09-13,18845.31,0.18,5.67,65,9,46.31
2010-09-14,19218.13,0.19,5.78,65,9,46.37
2010-09-15,19343.74,0.21,5.79,65,9,46.37
2010-09-16,19476.93,0.21,5.89,65,9,46.3
2010-09-17,19436.71,0.21,6.11,65,9,45.97
2010-09-20,19445.42,0.21,6.15,65,9,45.61
2010-09-21,19925.79,0.2,6.13,65,9,45.73
2010-09-22,20039.43,0.21,6.14,65,9,45.53
2010-09-23,19944.3,0.2,6.09,65,9,45.59
2010-09-24,19836.43,0.21,6.0,65,9,45.54
2010-09-27,20082.26,0.19,6.19,65,9,45.04
2010-09-28,20114.37,0.19,6.26,65,9,45.13
2010-09-29,20086.89,0.19,7.04,65,9,44.92
2010-10-01,20094.1,0.2,6.26,66,10,44.68
2010-10-04,20501.21,0.2,6.11,66,10,44.37
2010-10-05,20461.98,0.2,6.01,66,10,44.72
2010-10-06,20448.69,0.19,5.89,66,10,44.3
2010-10-07,20544.3,0.18,5.87,66,10,44.28
2010-10-08,20297.58,0.18,5.81,66,10,44.38
2010-10-11,20291.59,0.18,6.21,66,10,44.3
2010-10-12,20357.79,0.18,6.24,66,10,44.74
2010-10-13,20223.45,0.18,6.25,66,10,44.5
2010-10-14,20700.42,0.19,6.27,66,10,44.18
2010-10-15,20518.5,0.2,6.38,66,10,44.03
2010-10-18,20160.55,0.19,6.5,66,10,44.26
2010-10-19,20298.55,0.19,6.59,66,10,44.46
2010-10-20,19924.02,0.19,6.66,66,10,44.29
2010-10-21,19951.34,0.19,6.44,66,10,44.36
2010-10-22,20334.14,0.19,6.35,66,10,44.46
2010-10-25,20199.73,0.19,6.76,66,10,44.36
2010-10-26,20325.44,0.19,6.78,66,10,44.43
2010-10-27,20220.58,0.19,6.64,66,10,44.52
2010-10-28,20116.49,0.19,6.57,66,10,44.49
2010-10-29,19986.32,0.2,8.03,66,10,44.54
2010-11-01,20272.49,0.2,6.92,67,11,44.42
2010-11-02,20407.18,0.2,6.75,67,11,44.43
2010-11-03,20472.86,0.2,6.63,67,11,44.36
2010-11-04,20605.63,0.19,6.95,67,11,44.32
2010-11-08,21041.97,0.18,7.14,67,11,44.26
2010-11-09,20851.91,0.17,7.35,67,11,44.4
2010-11-10,20917.54,0.17,7.11,67,11,44.39
2010-11-11,20930.45,0.17,7.01,67,11,44.25
2010-11-12,20529.74,0.19,6.91,67,11,44.64
2010-11-15,20167.62,0.21,6.93,67,11,45.14
2010-11-16,20371.73,0.21,6.81,67,11,45.22
2010-11-18,19997.83,0.2,6.77,67,11,45.45
2010-11-19,19982.75,0.21,6.54,67,11,45.26
2010-11-22,19713.84,0.19,6.85,67,11,45.29
2010-11-23,19841.42,0.2,6.87,67,11,45.61
2010-11-24,19735.28,0.2,6.92,67,11,45.66
2010-11-25,19560.25,0.2,6.85,67,11,45.64
2010-11-26,19391.96,0.2,6.8,67,11,45.74
2010-11-29,19230.34,0.2,6.67,67,11,45.81
2010-11-30,19373.23,0.2,6.5,67,11,46.04
2010-12-01,19529.99,0.2,6.35,68,12,45.7
2010-12-02,20038.66,0.19,6.34,68,12,45.37
2010-12-03,20007.89,0.18,6.59,68,12,45.09
2010-12-06,20038.25,0.18,6.72,68,12,44.85
2010-12-07,19982.9,0.17,6.67,68,12,44.84
2010-12-08,19874.3,0.17,6.67,68,12,45.12
2010-12-09,19746.15,0.16,6.49,68,12,45.17
2010-12-10,19201.89,0.16,6.51,68,12,45.22
2010-12-13,19600.28,0.17,6.68,68,12,45.25
2010-12-14,19746.75,0.19,6.64,68,12,45.01
2010-12-15,19791.22,0.2,6.67,68,12,45.32
2010-12-16,19698.58,0.2,6.81,68,12,45.39
2010-12-20,19770.02,0.21,6.97,68,12,45.38
2010-12-21,19925.76,0.2,6.96,68,12,45.26
2010-12-22,20118.82,0.19,6.95,68,12,45.13
2010-12-23,20038.83,0.19,6.93,68,12,45.02
2010-12-24,19911.46,0.19,6.85,68,12,45.23
2010-12-27,20062.6,0.19,6.87,68,12,45.15
2010-12-28,20056.47,0.18,6.85,68,12,45.17
2010-12-29,20060.88,0.18,6.97,68,12,45.12
2010-12-30,20274.12,0.19,6.79,68,12,44.9
2010-12-31,20412.76,0.13,6.66,68,12,44.81
2011-01-03,20621.61,0.19,6.73,69,1,44.67
2011-01-04,20617.38,0.18,6.59,69,1,44.84
2011-01-05,20509.95,0.18,6.37,69,1,45.2
2011-01-06,20395.5,0.17,6.32,69,1,45.31
2011-01-07,20163.85,0.17,6.34,69,1,45.37
2011-01-10,19714.42,0.17,6.3,69,1,45.44
2011-01-11,19279.77,0.17,6.29,69,1,45.32
2011-01-12,19353.34,0.16,6.29,69,1,45.16
2011-01-13,19492.3,0.16,6.28,69,1,45.13
2011-01-14,19198.04,0.16,6.35,69,1,45.3
2011-01-17,18911.43,0.16,6.66,69,1,45.59
2011-01-18,18983.2,0.19,6.69,69,1,45.53
2011-01-19,19153.31,0.18,6.68,69,1,45.38
2011-01-20,18892.43,0.18,6.66,69,1,45.58
2011-01-21,19007.08,0.17,6.66,69,1,45.7
2011-01-24,19095.69,0.18,6.62,69,1,45.58
2011-01-25,19227.42,0.17,6.68,69,1,45.53
2011-01-27,19086.69,0.17,6.66,69,1,45.57
2011-01-28,18708.62,0.17,6.64,69,1,45.74
2011-01-31,18226.21,0.17,6.92,69,1,45.95
2011-02-01,18425.18,0.18,6.9,70,2,45.81
2011-02-02,18216.91,0.18,6.73,70,2,45.63
2011-02-03,18113.73,0.17,6.53,70,2,45.63
2011-02-04,18450.07,0.17,6.55,70,2,45.64
2011-02-07,18135.02,0.17,6.59,70,2,45.59
2011-02-08,18141.51,0.16,6.65,70,2,45.39
2011-02-09,17723.99,0.15,6.59,70,2,45.33
2011-02-10,17603.29,0.15,6.58,70,2,45.58
2011-02-11,17519.13,0.15,6.66,70,2,45.76
2011-02-14,17940.16,0.15,6.84,70,2,45.5
2011-02-15,18260.08,0.16,6.8,70,2,45.45
2011-02-17,18345.12,0.15,6.82,70,2,45.38
2011-02-18,18564.08,0.15,6.82,70,2,45.18
2011-02-21,18238.54,0.15,6.78,70,2,45.11
2011-02-22,18390.72,0.15,6.73,70,2,45.2
2011-02-23,18233.77,0.15,6.75,70,2,45.2
2011-02-24,18135.12,0.15,6.71,70,2,45.37
2011-02-25,17775.08,0.15,6.76,70,2,45.37
2011-02-28,17811.08,0.16,6.94,70,2,45.18
2011-03-01,17982.28,0.15,6.95,71,3,45.12
2011-03-03,18318.32,0.15,6.86,71,3,44.96
2011-03-04,18622.7,0.15,6.89,71,3,44.99
2011-03-07,18361.65,0.14,6.86,71,3,45.13
2011-03-08,18277.34,0.14,6.86,71,3,45.03
2011-03-09,18522.8,0.14,6.84,71,3,45.02
2011-03-10,18430.84,0.14,6.79,71,3,45.11
2011-03-11,18248.11,0.13,6.81,71,3,45.21
2011-03-14,18167.1,0.14,6.88,71,3,45.15
2011-03-15,18113.79,0.14,6.92,71,3,45.27
2011-03-16,18263.68,0.14,7.08,71,3,45.18
2011-03-17,18227.16,0.14,7.34,71,3,45.24
2011-03-18,18251.18,0.15,7.46,71,3,45.09
2011-03-21,17984.72,0.14,7.55,71,3,45.05
2011-03-22,17929.09,0.14,7.6,71,3,44.97
2011-03-23,17972.04,0.14,7.64,71,3,44.96
2011-03-24,18286.42,0.13,7.6,71,3,44.77
2011-03-25,18480.69,0.13,7.65,71,3,44.65
2011-03-28,18799.71,0.13,7.42,71,3,44.78
2011-03-29,18949.57,0.13,7.24,71,3,44.67
2011-03-30,19178.77,0.13,7.16,71,3,44.77
2011-03-31,19339.75,0.1,8.99,71,3,44.65
2011-04-05,19731.38,0.09,6.78,72,4,44.45
2011-04-06,19698.61,0.1,5.96,72,4,44.2
2011-04-07,19620.88,0.1,5.88,72,4,44.22
2011-04-08,19602.81,0.09,5.86,72,4,44.04
2011-04-11,19382.91,0.09,6.69,72,4,44.2
2011-04-13,19187.01,0.08,6.82,72,4,44.48
2011-04-15,19670.07,0.12,6.82,72,4,44.52
2011-04-18,19389.74,0.1,6.79,72,4,44.27
2011-04-19,19091.78,0.11,6.7,72,4,44.68
2011-04-20,19274.21,0.1,6.11,72,4,44.38
2011-04-21,19582.5,0.1,6.09,72,4,44.3
2011-04-25,19538.52,0.1,6.88,72,4,44.45
2011-04-26,19596.32,0.09,6.94,72,4,44.59
2011-04-27,19610.71,0.09,6.89,72,4,44.4
2011-04-28,19532.85,0.09,6.85,72,4,44.33
2011-04-29,19292.57,0.09,6.86,72,4,44.38
2011-05-02,19224.05,0.09,6.44,73,5,44.3
2011-05-03,18979.31,0.09,6.92,73,5,44.34
2011-05-04,18558.33,0.09,6.81,73,5,44.59
2011-05-05,18484.71,0.09,6.7,73,5,44.57
2011-05-06,18289.78,0.09,6.87,73,5,44.78
2011-05-09,18628.63,0.09,7.35,73,5,44.7
2011-05-10,18564.95,0.09,7.38,73,5,44.73
2011-05-11,18572.61,0.09,7.41,73,5,44.69
2011-05-12,18525.32,0.09,7.41,73,5,44.79
2011-05-13,18362.45,0.09,7.4,73,5,44.91
2011-05-16,18492.68,0.1,7.4,73,5,45.07
2011-05-18,18177.32,0.1,7.35,73,5,45.08
2011-05-19,18166.64,0.09,7.32,73,5,44.98
2011-05-20,18199.96,0.1,7.32,73,5,44.93
2011-05-23,18269.06,0.1,7.43,73,5,45.28
2011-05-24,18016.43,0.1,7.39,73,5,45.25
2011-05-25,17976.36,0.09,7.38,73,5,45.38
2011-05-26,17917.11,0.09,7.4,73,5,45.29
2011-05-27,18105.61,0.1,7.4,73,5,45.21
2011-05-30,18319.74,0.1,7.38,73,5,45.1
2011-05-31,18266.61,0.1,7.33,73,5,45.03
2011-06-01,18527.12,0.1,7.33,74,6,44.89
2011-06-02,18425.85,0.1,7.24,74,6,44.94
2011-06-03,18554.4,0.11,7.24,74,6,44.85
2011-06-06,18344.27,0.1,7.4,74,6,44.72
2011-06-07,18355.3,0.09,7.38,74,6,44.74
2011-06-08,18448.4,0.09,7.37,74,6,44.61
2011-06-09,18394.57,0.09,7.35,74,6,44.72
2011-06-10,18390.41,0.09,7.33,74,6,44.72
2011-06-13,18242.25,0.1,7.3,74,6,44.87
2011-06-14,18276.78,0.1,7.28,74,6,44.77
2011-06-15,18298.59,0.1,7.36,74,6,44.68
2011-06-16,18060.11,0.1,7.43,74,6,44.9
2011-06-17,18060.17,0.1,7.59,74,6,44.93
2011-06-20,17925.17,0.09,7.71,74,6,44.99
2011-06-21,17574.37,0.09,7.67,74,6,44.91
2011-06-22,17659.37,0.09,7.68,74,6,44.82
2011-06-23,17526.92,0.08,7.67,74,6,44.93
2011-06-24,17804.94,0.08,7.65,74,6,44.94
2011-06-27,18132.7,0.08,7.65,74,6,45.1
2011-06-28,18493.59,0.08,7.58,74,6,45.05
2011-06-29,18552.19,0.07,7.59,74,6,44.94
2011-06-30,18741.1,0.07,7.39,74,6,44.72
2011-07-04,18896.24,0.08,7.53,75,7,44.4595
2011-07-05,18837.88,0.08,7.53,75,7,44.4988
2011-07-06,18730.29,0.07,7.55,75,7,44.383
2011-07-07,18776.62,0.07,7.5,75,7,44.4173
2011-07-08,19084.06,0.07,7.46,75,7,44.3263
2011-07-11,18823.19,0.07,7.53,75,7,44.3705
2011-07-12,18534.11,0.06,7.55,75,7,44.6878
2011-07-13,18468.82,0.06,7.5,75,7,44.588
2011-07-14,18563.69,0.06,7.49,75,7,44.5278
2011-07-15,18694.19,0.06,7.75,75,7,44.5262
2011-07-18,18592.19,0.06,7.67,75,7,44.5743
2011-07-19,18521.38,0.06,7.65,75,7,44.5868
2011-07-20,18756.31,0.06,7.6,75,7,44.4603
2011-07-21,18514.65,0.06,7.59,75,7,44.4328
2011-07-22,18565.04,0.06,7.6,75,7,44.3763
2011-07-25,18753.35,0.06,7.58,75,7,44.416
2011-07-26,18898.19,0.06,7.64,75,7,44.2873
2011-07-27,18571.15,0.07,8.02,75,7,43.9485
2011-07-28,18300.55,0.08,8.0,75,7,44.1263
2011-07-29,18194.15,0.11,7.94,75,7,44.1553
2011-08-01,18352.23,0.17,8.0,76,8,44.0485
2011-08-02,18283.55,0.16,7.98,76,8,44.2288
2011-08-03,17970.19,0.12,7.96,76,8,44.3795
2011-08-04,17983.86,0.09,7.98,76,8,44.4163
2011-08-05,17350.37,0.08,7.7,76,8,44.803
2011-08-08,16907.57,0.11,7.98,76,8,44.962
2011-08-09,16517.87,0.1,7.98,76,8,45.1745
2011-08-10,17244.71,0.1,8.0,76,8,45.2058
2011-08-11,17056.61,0.09,7.98,76,8,45.2713
2011-08-12,17246.88,0.1,7.92,76,8,45.374
2011-08-16,17015.99,0.09,7.99,76,8,45.249
2011-08-17,16782.24,0.09,7.97,76,8,45.3695
2011-08-18,16910.27,0.09,7.99,76,8,45.6105
2011-08-22,16155.99,0.09,7.99,76,8,45.9483
2011-08-23,16446.85,0.08,7.97,76,8,45.689
2011-08-24,16490.78,0.08,7.97,76,8,45.7695
2011-08-25,16338.14,0.08,7.97,76,8,46.1285
2011-08-26,16155.55,0.09,7.93,76,8,46.0528
2011-08-29,16080.74,0.09,8.0,76,8,45.8708
2011-08-30,16585.1,0.08,8.02,76,8,46.019
2011-09-02,16963.67,0.08,8.0137,77,9,45.8965
2011-09-05,16678.34,0.08,7.9906,77,9,45.9375
2011-09-06,16663.73,0.09,7.9651,77,9,46.127
2011-09-07,16922.31,0.09,7.8884,77,9,46.0218
2011-09-08,17118.08,0.09,7.8801,77,9,46.1775
2011-09-09,17189.75,0.09,7.9675,77,9,46.3843
2011-09-12,16668.25,0.09,8.0067,77,9,46.9735
2011-09-13,16618.17,0.09,8.0054,77,9,47.0963
2011-09-14,16522.71,0.08,8.0099,77,9,47.8055
2011-09-15,16837.76,0.09,8.0401,77,9,47.8435
2011-09-16,17047.73,0.09,8.1009,77,9,47.467
2011-09-19,16865.93,0.09,8.2703,77,9,47.792
2011-09-20,16768.63,0.09,8.2735,77,9,48.2225
2011-09-21,17128.83,0.08,8.258,77,9,47.89
2011-09-22,16827.85,0.08,8.2477,77,9,48.8205
2011-09-23,16222.37,0.08,8.2303,77,9,49.673
2011-09-26,16209.19,0.08,8.2679,77,9,49.617
2011-09-27,16289.32,0.08,8.2678,77,9,49.1775
2011-09-28,16663.26,0.08,8.2668,77,9,48.912
2011-09-29,16387.91,0.08,8.2784,77,9,48.9253
2011-10-03,16255.97,0.08,8.1978,78,10,49.424
2011-10-04,16081.77,0.07,8.0828,78,10,49.225
2011-10-05,15967.72,0.07,7.7876,78,10,49.1918
2011-10-07,16222.49,0.07,8.0272,78,10,49.1355
2011-10-10,16270.07,0.07,8.2778,78,10,49.071
2011-10-11,16668.15,0.07,8.281,78,10,49.0333
2011-10-12,16660.43,0.07,8.271,78,10,49.241
2011-10-13,17048.0,0.07,8.2653,78,10,49.0228
2011-10-14,16836.83,0.07,8.2662,78,10,49.0675
2011-10-17,17176.05,0.07,8.2652,78,10,48.8925
2011-10-18,16817.38,0.07,8.2499,78,10,49.136
2011-10-19,16883.36,0.07,8.2428,78,10,49.1775
2011-10-20,16911.85,0.07,8.2293,78,10,49.711
2011-10-21,16975.79,0.07,8.3056,78,10,50.067
2011-10-24,17011.06,0.07,8.3192,78,10,49.8745
2011-10-25,17012.79,0.07,8.3867,78,10,49.6598
2011-10-28,17671.86,0.07,8.531,78,10,48.821
2011-10-31,17806.21,0.09,8.5318,78,10,48.873
2011-11-01,17540.55,0.08,8.5058,79,11,49.0775
2011-11-02,17347.7,0.08,8.5005,79,11,49.2508
2011-11-03,17430.69,0.09,8.4299,79,11,49.3748
2011-11-04,17674.7,0.08,8.3741,79,11,49.084
2011-11-08,17593.67,0.08,8.5736,79,11,49.38
2011-11-09,17641.98,0.08,8.6059,79,11,49.781
2011-11-11,17187.89,0.08,8.6468,79,11,50.2795
2011-11-14,17348.52,0.08,8.5923,79,11,50.0845
2011-11-15,17081.62,0.09,8.5629,79,11,50.5645
2011-11-16,16872.3,0.08,8.5661,79,11,50.901
2011-11-17,16754.68,0.08,8.5378,79,11,50.722
2011-11-18,16387.7,0.08,8.6149,79,11,51.353
2011-11-21,16297.03,0.08,8.6835,79,11,51.7165
2011-11-22,15995.69,0.08,8.672,79,11,52.7015
2011-11-23,15969.6,0.09,8.6675,79,11,52.1005
2011-11-24,15715.81,0.09,8.6746,79,11,52.25
2011-11-25,15781.25,0.07,8.6381,79,11,52.1665
2011-11-28,15890.8,0.08,8.6013,79,11,51.983
2011-11-29,16210.37,0.08,8.5773,79,11,51.9308
2011-11-30,15868.96,0.1,8.5553,79,11,52.165
2011-12-01,16555.93,0.08,8.5405,80,12,51.652
2011-12-02,16493.98,0.08,8.4882,80,12,51.3523
2011-12-05,16812.3,0.08,8.5975,80,12,51.3925
2011-12-07,16830.04,0.08,8.5849,80,12,51.449
2011-12-08,16819.74,0.07,8.5786,80,12,51.778
2011-12-09,16258.44,0.07,8.5614,80,12,52.2285
2011-12-12,16354.96,0.07,8.5588,80,12,52.4238
2011-12-13,15778.62,0.07,8.5479,80,12,53.403
2011-12-14,15963.75,0.07,8.5649,80,12,53.577
2011-12-15,15739.05,0.07,8.6485,80,12,54.2355
2011-12-16,15868.78,0.07,8.8761,80,12,52.814
2011-12-19,15440.1,0.07,9.1956,80,12,52.9575
2011-12-20,15436.12,0.07,9.4973,80,12,53.027
2011-12-21,15487.75,0.07,9.5953,80,12,52.675
2011-12-22,15546.66,0.07,9.6786,80,12,52.7825
2011-12-23,15863.43,0.08,9.7563,80,12,52.722
2011-12-26,15782.17,0.08,9.4987,80,12,52.8205
2011-12-27,15983.98,0.07,9.1669,80,12,52.8945
2011-12-28,15854.36,0.07,8.9784,80,12,53.2145
2011-12-29,15658.94,0.07,8.9385,80,12,53.3585
2011-12-30,15583.55,0.04,8.887,80,12,53.266
2012-01-02,15534.67,0.04,8.9538,81,1,53.2975
2012-01-03,15640.56,0.07,8.8777,81,1,53.2288
2012-01-04,15967.49,0.07,8.8009,81,1,53.14
2012-01-05,15893.07,0.07,8.6219,81,1,52.781
2012-01-06,15789.08,0.07,8.6319,81,1,52.7838
2012-01-09,15840.22,0.08,8.6473,81,1,52.7325
2012-01-10,15898.32,0.08,8.6772,81,1,52.2255
2012-01-11,16222.37,0.08,8.6773,81,1,51.7495
2012-01-12,16117.19,0.08,8.6304,81,1,51.829
2012-01-13,16144.57,0.09,8.7584,81,1,51.431
2012-01-16,16086.74,0.09,8.9175,81,1,51.6545
2012-01-17,16270.87,0.09,9.059,81,1,51.065
2012-01-18,16502.42,0.09,9.3005,81,1,50.6655
